序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
11002,澎湖,2017/01/07,14:01:00,"1,010.4",24.1,70,北,2.3,0,0.9
11003,澎湖,2017/01/07,13:01:00,"1,011.3",23.3,74,北北東,2.2,0,0.6
11004,澎湖,2017/01/07,12:01:00,"1,012.5",23.1,76,北,3.3,0,0.2
11005,澎湖,2017/01/07,11:01:00,"1,013.3",22.4,79,北,3.5,0,0.1
11006,澎湖,2017/01/07,10:01:00,"1,013.9",22.6,80,北,2.4,0,0
11007,澎湖,2017/01/07,09:01:00,"1,013.9",22,82,北,1.9,0,0
11008,澎湖,2017/01/07,08:01:00,"1,013.3",21.6,83,北北東,2,0,0.1
11009,澎湖,2017/01/07,07:01:00,"1,013",20.8,85,北北東,1.4,0,0
11010,澎湖,2017/01/07,06:01:00,"1,012.9",20.6,85,北北東,1.8,0,0
11011,澎湖,2017/01/07,05:01:00,"1,012.7",20.4,84,北北東,2,0,-
11012,澎湖,2017/01/07,04:01:00,"1,012.8",20.3,85,北,2.8,0,-
11013,澎湖,2017/01/07,03:01:00,"1,012.8",20.4,85,北,2.7,0,-
11014,澎湖,2017/01/07,02:01:00,"1,012.9",20.4,84,北北東,2.6,0,-
11015,澎湖,2017/01/07,01:01:00,"1,013.5",20.1,85,北北東,3.2,0,-
11016,澎湖,2017/01/07,00:01:00,"1,011.8",20.7,86,北北東,0.8,0,-
11017,澎湖,2017/01/06,23:01:00,"1,014.4",20.1,84,北,3.5,0,-
11018,澎湖,2017/01/06,22:01:00,"1,014.3",20.3,83,北北東,3,0,-
11019,澎湖,2017/01/06,21:01:00,"1,014.1",20.2,84,北,3.4,0,-
11020,澎湖,2017/01/06,20:01:00,"1,014.1",20.4,82,北北東,4,0,-
11021,澎湖,2017/01/06,19:01:00,"1,013.9",20.5,83,北北東,3.7,0,0
11022,澎湖,2017/01/06,18:01:00,"1,013.7",20.2,84,北,4,0,0
11023,澎湖,2017/01/06,17:01:00,"1,013.2",20.8,80,北北東,4,0,0.1
11024,澎湖,2017/01/06,16:01:00,"1,012.8",21.8,78,北,4.4,0,0.4
11025,澎湖,2017/01/06,15:01:00,"1,012.5",21.9,79,北,5.3,0,0.6
11026,澎湖,2017/01/06,14:01:00,"1,013.1",23.4,72,北,4,0,0.4
11027,澎湖,2017/01/06,13:01:00,"1,013.6",23.1,73,北北東,3.3,0,0.4
11028,澎湖,2017/01/06,12:01:00,"1,014.4",23.4,74,北,3,0,0.2
11029,澎湖,2017/01/06,11:01:00,"1,015.1",22.6,74,北北東,3.9,0,0
11030,澎湖,2017/01/06,10:01:00,"1,015.9",22,78,北,3,0,0.3
11031,澎湖,2017/01/06,09:01:00,"1,016",21.5,84,北北東,3,0,0.4
11032,澎湖,2017/01/06,08:01:00,"1,015.5",20.2,88,北,3,0,0.7
11033,澎湖,2017/01/06,07:01:00,"1,014.9",19.3,88,北北東,2.5,0,0
11034,澎湖,2017/01/06,06:01:00,"1,014.7",19.4,89,北北東,2.1,0,0
11035,澎湖,2017/01/06,05:01:00,"1,014.5",20,90,北,2.2,0,-
11036,澎湖,2017/01/06,04:01:00,"1,014.3",19.3,89,北,1.1,0,-
11037,澎湖,2017/01/06,03:01:00,"1,014.8",19.7,89,北,1.1,0,-
11038,澎湖,2017/01/06,02:01:00,"1,014.8",19.2,89,北,0.9,0,-
11039,澎湖,2017/01/06,01:01:00,"1,015.2",19.7,88,北,1.4,0,-
11040,澎湖,2017/01/06,00:01:00,"1,013.9",20,85,北,4.1,0,-
11041,澎湖,2017/01/05,23:01:00,"1,015.6",20,86,北北東,1,0,-
11042,澎湖,2017/01/05,22:01:00,"1,016",19.8,86,北北東,1.4,0,-
11043,澎湖,2017/01/05,21:01:00,"1,016",19.9,84,北北東,1.7,0,-
11044,澎湖,2017/01/05,20:01:00,"1,015.7",20,83,北北東,2.7,0,-
11045,澎湖,2017/01/05,19:01:00,"1,015.2",20.3,82,北,3.9,0,0
11046,澎湖,2017/01/05,18:01:00,"1,014.4",20,81,北,2.9,0,0
11047,澎湖,2017/01/05,17:01:00,"1,014.2",20.6,79,北,3.4,0,0
11048,澎湖,2017/01/05,16:01:00,"1,013.8",21.2,76,北,3.6,0,0
11049,澎湖,2017/01/05,15:01:00,"1,013.4",21.9,75,北,2.5,0,0.2
11050,澎湖,2017/01/05,14:01:00,"1,014",22.3,75,北北西,2,0,0.2
11051,澎湖,2017/01/05,13:01:00,"1,014.6",23.1,74,北北西,1.9,0,0.4
11052,澎湖,2017/01/05,12:01:00,"1,015.7",22,76,北,2.7,0,0
11053,澎湖,2017/01/05,11:01:00,"1,016.7",22.4,75,北,2.8,0,0.6
11054,澎湖,2017/01/05,10:01:00,"1,017",22.3,78,北,3.8,0,0.6
11055,澎湖,2017/01/05,09:01:00,"1,016.7",21.4,83,北,3.2,0,0.6
11056,澎湖,2017/01/05,08:01:00,"1,016.2",20.6,89,北,2.7,0,0.3
11057,澎湖,2017/01/05,07:01:00,"1,015.8",19.9,88,北,2.4,0,0
11058,澎湖,2017/01/05,06:01:00,"1,015.5",20.2,89,北,1.6,0,0
11059,澎湖,2017/01/05,05:01:00,"1,014.9",20.2,88,北,1.9,0,-
11060,澎湖,2017/01/05,04:01:00,"1,015",20.2,89,北北西,0.9,0,-
11061,澎湖,2017/01/05,03:01:00,"1,015.1",19.9,88,北,1.8,0,-
11062,澎湖,2017/01/05,02:01:00,"1,015.5",19.7,88,北,1.7,0,-
11063,澎湖,2017/01/05,01:01:00,"1,015.7",20,88,北,2,0,-
11064,澎湖,2017/01/05,00:01:00,"1,015.5",19.6,87,北,1.4,0,-
11065,澎湖,2017/01/04,23:01:00,"1,016.2",20.4,87,北,2.5,0,-
11066,澎湖,2017/01/04,22:01:00,"1,016.3",20.4,86,北,1.3,0,-
11067,澎湖,2017/01/04,21:01:00,"1,016.4",20.2,86,北,2.2,0,-
11068,澎湖,2017/01/04,20:01:00,"1,016.4",20,86,北,2,0,-
11069,澎湖,2017/01/04,19:01:00,"1,016.2",19.9,85,北,3,0,0
11070,澎湖,2017/01/04,18:01:00,"1,015.8",19.7,85,北,4.1,0,0
11071,澎湖,2017/01/04,17:01:00,"1,015.8",20.5,83,北,3.8,0,0
11072,澎湖,2017/01/04,16:01:00,"1,015.2",21.5,80,北,3.3,0,0.2
11073,澎湖,2017/01/04,15:01:00,"1,015.2",21.6,79,北,3.6,0,0
11074,澎湖,2017/01/04,14:01:00,"1,015.3",21.7,80,北,3.4,0,0
11075,澎湖,2017/01/04,13:01:00,"1,015.9",21.3,81,北北東,3.8,0,0
11076,澎湖,2017/01/04,12:01:00,"1,017",20.5,83,北北東,3.1,0,0
11077,澎湖,2017/01/04,11:01:00,"1,018.1",20.3,83,北,3.1,0,0
11078,澎湖,2017/01/04,10:01:00,"1,018.7",21,82,北北東,4.8,0,0
11079,澎湖,2017/01/04,09:01:00,"1,018.4",20.7,83,北北東,3.5,0,0
11080,澎湖,2017/01/04,08:01:00,"1,018",20.1,84,北北東,3.4,0,0
11081,澎湖,2017/01/04,07:01:00,"1,017.5",19.7,84,北,4.8,0,0
11082,澎湖,2017/01/04,06:01:00,"1,017.2",19.7,84,北北東,3.5,0,0
11083,澎湖,2017/01/04,05:01:00,"1,017.1",19.7,84,北北東,4,0,-
11084,澎湖,2017/01/04,04:01:00,"1,016.9",20,83,北,3.5,0,-
11085,澎湖,2017/01/04,03:01:00,"1,016.9",20.2,83,北北東,3.9,0,-
11086,澎湖,2017/01/04,02:01:00,"1,016.9",20.2,83,北北東,3.6,0,-
11087,澎湖,2017/01/04,01:01:00,"1,017.4",20.2,82,北北東,3.8,0,-
11088,澎湖,2017/01/04,00:01:00,"1,015.7",20.3,86,北,2.8,0,-
11089,澎湖,2017/01/03,23:01:00,"1,017.8",20.1,81,北北東,5.2,0,-
11090,澎湖,2017/01/03,22:01:00,"1,018",20.1,81,北北東,4.5,0,-
11091,澎湖,2017/01/03,21:01:00,"1,017.9",19.8,82,北北東,3.9,0,-
11092,澎湖,2017/01/03,20:01:00,"1,017.9",19.8,82,北北東,4.9,0,-
11093,澎湖,2017/01/03,19:01:00,"1,017.5",19.9,81,北,5.3,0,0
11094,澎湖,2017/01/03,18:01:00,"1,017.2",20.1,81,北北東,4.9,0,0
11095,澎湖,2017/01/03,17:01:00,"1,016.9",20.2,81,北北東,5.2,0,0
11096,澎湖,2017/01/03,16:01:00,"1,016.7",20.5,80,北北東,5.5,0,0
11097,澎湖,2017/01/03,15:01:00,"1,016.4",20.9,78,北北東,5.4,0,0
11098,澎湖,2017/01/03,14:01:00,"1,016.5",21,78,北北東,5.3,0,0
11099,澎湖,2017/01/03,13:01:00,"1,017",20.9,79,北北東,5.6,0,0
11100,澎湖,2017/01/03,12:01:00,"1,018",21,79,北北東,6.2,0,0
11101,澎湖,2017/01/03,11:01:00,"1,018.8",20.7,81,北北東,5.2,0,0
11102,澎湖,2017/01/03,10:01:00,"1,019.5",20.7,82,北北東,4.7,0,0
11103,澎湖,2017/01/03,09:01:00,"1,019.6",20.3,83,北北東,5.6,0,0
11104,澎湖,2017/01/03,08:01:00,"1,019.1",20.1,84,北,5.3,0,0
11105,澎湖,2017/01/03,07:01:00,"1,018.6",20,84,北北東,5.2,0,0
11106,澎湖,2017/01/03,06:01:00,"1,017.9",20,85,北北東,5.5,0,0
11107,澎湖,2017/01/03,05:01:00,"1,017.8",19.9,86,北北東,5,0,-
11108,澎湖,2017/01/03,04:01:00,"1,017.8",20,85,北,5.3,0,-
11109,澎湖,2017/01/03,03:01:00,"1,018.1",20.3,85,北,4.3,0,-
11110,澎湖,2017/01/03,02:01:00,"1,018.1",20.4,84,北,4.5,0,-
11111,澎湖,2017/01/03,01:01:00,"1,018",20.2,84,北,4.5,0,-
11112,澎湖,2017/01/03,00:01:00,"1,017.3",20,82,北北東,4.2,0,-
11113,澎湖,2017/01/02,23:01:00,"1,018.1",20.4,85,北北東,3.9,0,-
11114,澎湖,2017/01/02,22:01:00,"1,018.3",19.9,85,北北東,3.2,0,-
11115,澎湖,2017/01/02,21:01:00,"1,018.3",20,83,北北東,3.7,0,-
11116,澎湖,2017/01/02,20:01:00,"1,018.1",20.1,80,北北東,4.3,0,-
11117,澎湖,2017/01/02,19:01:00,"1,017.7",20.2,79,北北東,4.2,0,0
11118,澎湖,2017/01/02,18:01:00,"1,017.4",20.2,78,北北東,3.2,0,0
11119,澎湖,2017/01/02,17:01:00,"1,017",20.5,78,北北東,3.3,0,0
11120,澎湖,2017/01/02,16:01:00,"1,016.9",20.8,76,北北東,3.1,0,0.1
11121,澎湖,2017/01/02,15:01:00,"1,017",21.2,74,北北東,3.1,0,0.2
11122,澎湖,2017/01/02,14:01:00,"1,017.2",21.7,74,北,3.5,0,0.2
11123,澎湖,2017/01/02,13:01:00,"1,018.2",22.6,73,北,3.8,0,0.9
11124,澎湖,2017/01/02,12:01:00,"1,019",21.6,77,北,3.8,0,0.6
11125,澎湖,2017/01/02,11:01:00,"1,019.6",22.7,76,北,4.3,0,1
11126,澎湖,2017/01/02,10:01:00,"1,020.2",21.8,79,北,3.9,0,0.9
11127,澎湖,2017/01/02,09:01:00,"1,020.3",21,83,北北東,2.7,0,0.3
11128,澎湖,2017/01/02,08:01:00,"1,020",19.4,87,北,2.7,0,0
11129,澎湖,2017/01/02,07:01:00,"1,019.5",19.2,87,北,3.7,0,0
11130,澎湖,2017/01/02,06:01:00,"1,019",19.2,88,北,2.8,0,0
11131,澎湖,2017/01/02,05:01:00,"1,018.6",19.4,88,北,2.9,0,-
11132,澎湖,2017/01/02,04:01:00,"1,018.6",19.6,87,北,3,0,-
11133,澎湖,2017/01/02,03:01:00,"1,018.7",19.5,88,北北東,1.5,0,-
11134,澎湖,2017/01/02,02:01:00,"1,019.1",19.4,88,北,1.2,0,-
11135,澎湖,2017/01/02,01:01:00,"1,019.4",19.1,87,北北東,2.4,0,-
11136,澎湖,2017/01/02,00:01:00,"1,018.1",20.6,84,北北東,3.8,0,-
11137,澎湖,2017/01/01,23:01:00,"1,019.4",19.4,86,北,4,0,-
11138,澎湖,2017/01/01,22:01:00,"1,019.5",19.5,85,北,3.4,0,-
11139,澎湖,2017/01/01,21:01:00,"1,019.6",19.6,84,北,3.5,0,-
11140,澎湖,2017/01/01,20:01:00,"1,019.2",19.9,81,北北東,3.7,0,-
11141,澎湖,2017/01/01,19:01:00,"1,019.1",19.8,81,北,3.4,0,0
11142,澎湖,2017/01/01,18:01:00,"1,018.3",19.9,79,北北東,4.1,0,0
11143,澎湖,2017/01/01,17:01:00,"1,017.9",20.1,80,北北東,3.4,0,0
11144,澎湖,2017/01/01,16:01:00,"1,017.7",20.2,80,北北東,3.6,0,0
11145,澎湖,2017/01/01,15:01:00,"1,018",20.3,79,北北東,4.5,0,0
11146,澎湖,2017/01/01,14:01:00,"1,018.4",20.8,78,北北東,4.2,0,0
11147,澎湖,2017/01/01,13:01:00,"1,018.9",21.5,77,北北東,5.9,0,0.3
11148,澎湖,2017/01/01,12:01:00,"1,019.9",21.7,79,北,4.4,0,0
11149,澎湖,2017/01/01,11:01:00,"1,021",21,80,北北東,4.1,0,0
11150,澎湖,2017/01/01,10:01:00,"1,021.3",20.8,82,北北東,4.8,0,0
11151,澎湖,2017/01/01,09:01:00,"1,021.3",20,84,北北東,4.7,0,0
11152,澎湖,2017/01/01,08:01:00,"1,021.2",19.6,85,北北東,4.7,0,0
11153,澎湖,2017/01/01,07:01:00,"1,020.2",19.4,85,北,4.3,0,0
11154,澎湖,2017/01/01,06:01:00,"1,019.8",19.4,85,北,4.2,0,0
11155,澎湖,2017/01/01,05:01:00,"1,019.1",19.3,85,北,4.5,0,-
11156,澎湖,2017/01/01,04:01:00,"1,019.4",19.4,84,北,4.5,0,-
11157,澎湖,2017/01/01,03:01:00,"1,019.5",19.8,82,北北東,4.9,0,-
11158,澎湖,2017/01/01,02:01:00,"1,019.8",19.8,82,北北東,4.9,0,-
11159,澎湖,2017/01/01,01:01:00,"1,020.2",19.8,82,北北東,4.7,0,-
11160,澎湖,2017/01/01,00:01:00,"1,019.3",19.4,86,北,3.7,0,-
11161,玉山,2017/01/31,23:01:00,643.9,3.2,99,西,6.1,2,-
11162,玉山,2017/01/31,22:01:00,643.8,3,100,西,5.8,1,-
11163,玉山,2017/01/31,21:01:00,644,2.8,100,西,3.9,1,-
11164,玉山,2017/01/31,20:01:00,643.8,2.8,99,西北西,4.3,1,-
11165,玉山,2017/01/31,19:01:00,643.5,2.9,99,西北西,7.5,1,0
11166,玉山,2017/01/31,18:01:00,642.8,3.1,97,西北西,6.8,1,0
11167,玉山,2017/01/31,17:01:00,642.4,3.6,98,西,6.8,0,0
11168,玉山,2017/01/31,16:01:00,642.1,3.6,96,西,6.8,0,0
11169,玉山,2017/01/31,15:01:00,641.8,4,100,西北西,8,0,0
11170,玉山,2017/01/31,14:01:00,642.2,3.9,97,西北西,6,0,0
11171,玉山,2017/01/31,13:01:00,642.5,3.8,96,西北西,5.6,0,0
11172,玉山,2017/01/31,12:01:00,643.2,3.8,89,西,5.4,0,0
11173,玉山,2017/01/31,11:01:00,643.6,3.7,84,西,6.2,0,0
11174,玉山,2017/01/31,10:01:00,644.3,5.7,29,西,5.1,0,0.8
11175,玉山,2017/01/31,09:01:00,644.3,5.4,17,西,5.5,0,1
11176,玉山,2017/01/31,08:01:00,644.1,4.1,17,西北西,3.9,0,0.9
11177,玉山,2017/01/31,07:01:00,643.9,3.1,15,西北西,4.6,0,0
11178,玉山,2017/01/31,06:01:00,643.4,3.1,15,西北西,3.7,0,0
11179,玉山,2017/01/31,05:01:00,643.2,2.7,16,西北西,5.2,0,-
11180,玉山,2017/01/31,04:01:00,643.1,2.1,19,西,4.8,0,-
11181,玉山,2017/01/31,03:01:00,642.5,0.9,30,西北西,6.8,0,-
11182,玉山,2017/01/31,02:01:00,642.7,2.7,20,西,4.1,0,-
11183,玉山,2017/01/31,01:01:00,643.1,2,22,西,5.5,0,-
11184,玉山,2017/01/31,00:01:00,643.9,3.1,99,西,4.4,1,-
11185,玉山,2017/01/30,23:01:00,643.3,1.7,23,西,7.9,0,-
11186,玉山,2017/01/30,22:01:00,643.4,1.1,31,西,6,0,-
11187,玉山,2017/01/30,21:01:00,643.5,0.9,27,西北西,8.3,0,-
11188,玉山,2017/01/30,20:01:00,643.6,1.9,25,西,5.4,0,-
11189,玉山,2017/01/30,19:01:00,643.6,1.9,27,西北西,6.5,0,0
11190,玉山,2017/01/30,18:01:00,643.3,2.1,43,西北西,5.2,0,0
11191,玉山,2017/01/30,17:01:00,642.9,2.9,34,西,5.5,0,0.4
11192,玉山,2017/01/30,16:01:00,642.7,7,40,西,3.9,0,1
11193,玉山,2017/01/30,15:01:00,642.6,8,46,西,4.3,0,1
11194,玉山,2017/01/30,14:01:00,643,8.8,40,西,5.2,0,1
11195,玉山,2017/01/30,13:01:00,643.4,8.3,32,西,5.5,0,1
11196,玉山,2017/01/30,12:01:00,643.6,6.8,31,西,5.5,0,1
11197,玉山,2017/01/30,11:01:00,644.1,4.6,44,西,3.8,0,1
11198,玉山,2017/01/30,10:01:00,644.4,2.9,60,西,4.4,0,1
11199,玉山,2017/01/30,09:01:00,644.1,-0.3,92,西北西,7.8,0,0.9
11200,玉山,2017/01/30,08:01:00,643.8,-2.2,100,北北西,7,0,0
11201,玉山,2017/01/30,07:01:00,643.1,-2.4,100,西北,5.9,0,0
11202,玉山,2017/01/30,06:01:00,642.9,-2.1,100,西北,7.4,0,0
11203,玉山,2017/01/30,05:01:00,642.2,-2.8,100,西北,9.9,0,-
11204,玉山,2017/01/30,04:01:00,642.2,-2.9,85,西北西,10.3,0,-
11205,玉山,2017/01/30,03:01:00,642.3,-2.3,77,西北西,8.9,0,-
11206,玉山,2017/01/30,02:01:00,642.8,-0.1,32,西,8.6,0,-
11207,玉山,2017/01/30,01:01:00,643.1,1.6,33,西,8.1,0,-
11208,玉山,2017/01/30,00:01:00,643.3,2,23,西,5.3,0,-
11209,玉山,2017/01/29,23:01:00,643.7,3.6,14,西,10,0,-
11210,玉山,2017/01/29,22:01:00,643.8,4.2,14,西南西,10.4,0,-
11211,玉山,2017/01/29,21:01:00,644,4.1,14,西,10.1,0,-
11212,玉山,2017/01/29,20:01:00,643.9,4.6,14,西南西,10.4,0,-
11213,玉山,2017/01/29,19:01:00,643.8,5,15,西南,8.4,0,0
11214,玉山,2017/01/29,18:01:00,643.9,5.2,15,西南,8.2,0,0.6
11215,玉山,2017/01/29,17:01:00,643.6,7.1,16,西南西,7.3,0,1
11216,玉山,2017/01/29,16:01:00,643.5,8.7,17,西南西,8.5,0,1
11217,玉山,2017/01/29,15:01:00,643.4,10.1,18,西南,9.5,0,1
11218,玉山,2017/01/29,14:01:00,643.6,11.1,20,西南,7.1,0,1
11219,玉山,2017/01/29,13:01:00,644,11.5,26,南南西,6.1,0,1
11220,玉山,2017/01/29,12:01:00,644.6,15,21,南南西,5.6,0,1
11221,玉山,2017/01/29,11:01:00,645.4,13.2,18,南南西,3.9,0,1
11222,玉山,2017/01/29,10:01:00,645.7,12.2,16,南南西,4.7,0,1
11223,玉山,2017/01/29,09:01:00,645.7,10,16,西南,5.3,0,1
11224,玉山,2017/01/29,08:01:00,645.3,8.2,15,西南,5.3,0,1
11225,玉山,2017/01/29,07:01:00,644.7,5.4,14,西南西,8.9,0,0.4
11226,玉山,2017/01/29,06:01:00,644.3,4.8,14,西南西,9.5,0,0
11227,玉山,2017/01/29,05:01:00,644,4.3,14,西南西,5.2,0,-
11228,玉山,2017/01/29,04:01:00,643.7,4.4,14,西南西,8.7,0,-
11229,玉山,2017/01/29,03:01:00,643.6,4.3,14,西南,7.1,0,-
11230,玉山,2017/01/29,02:01:00,643.7,4.8,14,西南西,8.2,0,-
11231,玉山,2017/01/29,01:01:00,643.9,4.2,14,西南,6.5,0,-
11232,玉山,2017/01/29,00:01:00,643.4,1.7,19,西,10.4,0,-
11233,玉山,2017/01/28,23:01:00,644,3.8,14,南南西,8.1,0,-
11234,玉山,2017/01/28,22:01:00,644.4,3.7,15,西南,6.5,0,-
11235,玉山,2017/01/28,21:01:00,644.7,4.2,14,西南,4.2,0,-
11236,玉山,2017/01/28,20:01:00,644.5,4.1,14,西南西,7.1,0,-
11237,玉山,2017/01/28,19:01:00,644.3,3.9,14,西,6.9,0,0
11238,玉山,2017/01/28,18:01:00,644,4,15,西,5.3,0,0.7
11239,玉山,2017/01/28,17:01:00,643.7,7,16,西,1.9,0,1
11240,玉山,2017/01/28,16:01:00,643.4,9.3,18,西,2.4,0,1
11241,玉山,2017/01/28,15:01:00,643.4,11.2,20,西,2.7,0,1
11242,玉山,2017/01/28,14:01:00,643.7,12,22,西,2.5,0,1
11243,玉山,2017/01/28,13:01:00,643.9,12.3,23,西南西,3.9,0,1
11244,玉山,2017/01/28,12:01:00,644.5,10.3,18,西,2.6,0,1
11245,玉山,2017/01/28,11:01:00,645,11.2,17,西南西,2.7,0,1
11246,玉山,2017/01/28,10:01:00,645.1,8.9,17,西南西,2.1,0,1
11247,玉山,2017/01/28,09:01:00,645,5.6,17,西北西,3.7,0,1
11248,玉山,2017/01/28,08:01:00,644.3,4.6,16,西,1.9,0,1
11249,玉山,2017/01/28,07:01:00,643.9,1.9,15,西,6.3,0,0.4
11250,玉山,2017/01/28,06:01:00,643.3,1.2,14,西,6,0,0
11251,玉山,2017/01/28,05:01:00,643.1,0.7,14,西,3,0,-
11252,玉山,2017/01/28,04:01:00,642.8,0.7,15,西,4.6,0,-
11253,玉山,2017/01/28,03:01:00,642.9,0.7,15,西,4.6,0,-
11254,玉山,2017/01/28,02:01:00,643.2,0.5,15,西,5.5,0,-
11255,玉山,2017/01/28,01:01:00,643.5,0.4,15,西,5.6,0,-
11256,玉山,2017/01/28,00:01:00,644.1,3.7,15,南,9.2,0,-
11257,玉山,2017/01/27,23:01:00,643.8,1.1,14,西,7.4,0,-
11258,玉山,2017/01/27,22:01:00,644.2,2,14,西北西,7.6,0,-
11259,玉山,2017/01/27,21:01:00,644,1.5,15,西南西,6.7,0,-
11260,玉山,2017/01/27,20:01:00,643.8,1.9,14,西南西,5.5,0,-
11261,玉山,2017/01/27,19:01:00,643.6,1.6,15,西,5.9,0,0
11262,玉山,2017/01/27,18:01:00,643.6,2.2,15,西,4.7,0,0.7
11263,玉山,2017/01/27,17:01:00,643.3,5,19,西,3.3,0,1
11264,玉山,2017/01/27,16:01:00,643.2,6.4,29,西,2.2,0,1
11265,玉山,2017/01/27,15:01:00,643,8,31,南南西,2.2,0,1
11266,玉山,2017/01/27,14:01:00,643.3,9.7,29,南南西,3.1,0,1
11267,玉山,2017/01/27,13:01:00,643.6,8.7,32,南,2.9,0,1
11268,玉山,2017/01/27,12:01:00,644.3,8.1,28,南南東,3.1,0,1
11269,玉山,2017/01/27,11:01:00,644.8,6.5,25,南南東,4.8,0,1
11270,玉山,2017/01/27,10:01:00,644.6,4.9,22,南南東,7.1,0,1
11271,玉山,2017/01/27,09:01:00,644.8,4.7,27,東南,4.5,0,1
11272,玉山,2017/01/27,08:01:00,644.3,2.5,23,南南東,6,0,1
11273,玉山,2017/01/27,07:01:00,644,0.3,17,東南,6,0,0.4
11274,玉山,2017/01/27,06:01:00,643.7,-1,18,東南,6.8,0,0
11275,玉山,2017/01/27,05:01:00,643.3,-1.4,20,東南,7.8,0,-
11276,玉山,2017/01/27,04:01:00,643.1,-1.8,22,東南,8.2,0,-
11277,玉山,2017/01/27,03:01:00,643.6,-2.2,26,東,7.7,0,-
11278,玉山,2017/01/27,02:01:00,643.4,-1.5,20,東北,1.6,0,-
11279,玉山,2017/01/27,01:01:00,643.9,-0.5,17,北北東,1.4,0,-
11280,玉山,2017/01/27,00:01:00,643.5,0.6,15,西,7.5,0,-
11281,玉山,2017/01/26,23:01:00,643.7,0.7,15,,1.1,0,-
11282,玉山,2017/01/26,22:01:00,643.4,0.4,17,,2.1,0,-
11283,玉山,2017/01/26,21:01:00,642.7,-4.2,33,,1.8,0,-
11284,玉山,2017/01/26,20:01:00,641.9,-6.1,40,,2.1,0,-
11285,玉山,2017/01/26,19:01:00,642,-4.5,29,,2.1,0,0
11286,玉山,2017/01/26,18:01:00,641.4,-6.2,48,,2.4,0,0.7
11287,玉山,2017/01/26,17:01:00,641.5,-3.3,38,,1.7,0,1
11288,玉山,2017/01/26,16:01:00,641.4,-1.5,40,,1.7,0,1
11289,玉山,2017/01/26,15:01:00,641.4,-2.1,47,,1.6,0,1
11290,玉山,2017/01/26,14:01:00,641.6,-0.8,55,,2.5,0,1
11291,玉山,2017/01/26,13:01:00,641.8,-2.7,47,,3.1,0,1
11292,玉山,2017/01/26,12:01:00,642.1,-2.8,50,,2.7,0,1
11293,玉山,2017/01/26,11:01:00,642.4,-3.9,57,,4.3,0,1
11294,玉山,2017/01/26,10:01:00,642.5,-4.4,58,,3.5,0,1
11295,玉山,2017/01/26,09:01:00,642.4,-6.3,54,,3.2,0,1
11296,玉山,2017/01/26,08:01:00,641.7,-6.9,57,,3.4,0,1
11297,玉山,2017/01/26,07:01:00,641.3,-8.4,50,,4.1,0,0.3
11298,玉山,2017/01/26,06:01:00,641,-8.4,50,,3.9,0,0
11299,玉山,2017/01/26,05:01:00,640.9,-7.6,45,,4.8,0,-
11300,玉山,2017/01/26,04:01:00,640.9,-7.5,44,,4.9,0,-
11301,玉山,2017/01/26,03:01:00,641.1,-8,42,,2.9,0,-
11302,玉山,2017/01/26,02:01:00,641.5,-8.1,44,,3.6,0,-
11303,玉山,2017/01/26,01:01:00,641.6,-7.2,44,,5.2,0,-
11304,玉山,2017/01/26,00:01:00,643.7,0.6,14,,0.5,0,-
11305,玉山,2017/01/25,23:01:00,642.5,-7.3,48,西北,1.4,0,-
11306,玉山,2017/01/25,22:01:00,642.4,-8.2,69,西北,1.5,0,-
11307,玉山,2017/01/25,21:01:00,642.4,-8.6,85,西北西,2.4,0,-
11308,玉山,2017/01/25,20:01:00,642.4,-8.5,95,西北,3.6,0,-
11309,玉山,2017/01/25,19:01:00,642.1,-7.6,95,西北,5.8,0,0
11310,玉山,2017/01/25,18:01:00,642,-6.4,97,西北,4.5,0,0.2
11311,玉山,2017/01/25,17:01:00,641.9,-4.7,99,西北西,3.9,0,0.2
11312,玉山,2017/01/25,16:01:00,642,-3.2,100,西,1.4,0,0
11313,玉山,2017/01/25,15:01:00,641.9,-4.3,100,西北西,3.3,0,0
11314,玉山,2017/01/25,14:01:00,642.1,-3.8,100,西,1.8,0,0
11315,玉山,2017/01/25,13:01:00,642.4,-4.5,100,西北西,5.2,0,0
11316,玉山,2017/01/25,12:01:00,643.2,-4.2,100,西北西,1.8,0,0
11317,玉山,2017/01/25,11:01:00,643.9,-3.4,100,西,1.6,0,0
11318,玉山,2017/01/25,10:01:00,644.3,-3.8,100,西,1.3,0,0
11319,玉山,2017/01/25,09:01:00,644.3,-3.9,100,西,3.1,0,0
11320,玉山,2017/01/25,08:01:00,644.1,-4.2,100,西,2.5,1,0
11321,玉山,2017/01/25,07:01:00,643.7,-4.1,100,西,1.9,0,0
11322,玉山,2017/01/25,06:01:00,643.7,-4.6,100,西北,4,0,0
11323,玉山,2017/01/25,05:01:00,643.5,-4.4,76,西北,4.9,0,-
11324,玉山,2017/01/25,04:01:00,643.1,-4.4,99,西北,5.4,0,-
11325,玉山,2017/01/25,03:01:00,643.5,-4.2,99,西北,6.3,0,-
11326,玉山,2017/01/25,02:01:00,643.6,-4.3,99,西北,6.6,0,-
11327,玉山,2017/01/25,01:01:00,644.1,-4,99,西北西,4.9,0,-
11328,玉山,2017/01/25,00:01:00,642.2,-7.4,50,西北西,3,0,-
